iter,eval_func_value,time
0,2.00611229611893,0.0027484929999999075
1,1.9627379598462908,0.004926210999999903
2,1.9029712229149038,0.007245145999999814
3,1.850243242219673,0.00949457099999984
4,1.8003639911444809,0.013261465999999889
5,1.7535555021449238,0.016063609999999784
6,1.7092421729057583,0.020017476000000034
7,1.6671530279104854,0.02260667500000002
8,1.6270502790926704,0.024820524999999982
9,1.5889546192044728,0.02684438999999994
10,1.5526134815320336,0.028796566000000023
11,1.517642476088078,0.030808253000000008
12,1.4839707121996337,0.03326066800000005
13,1.4518148821307353,0.03553677300000002
14,1.4207012656982905,0.03749250999999987
15,1.3905314582236268,0.039453897000000016
16,1.3612420940552312,0.04139547099999996
17,1.3328747596593267,0.043734417999999664
18,1.3052611205750773,0.046040262
19,1.278360389834717,0.04889291699999987
20,1.2521333630389129,0.05120443200000002
21,1.2266320247890201,0.053770203999999655
22,1.2017721904831777,0.05600448499999988
23,1.177483344698915,0.058423538
24,1.153741723296895,0.06056720999999987
25,1.1305260512072608,0.06262408299999978
26,1.1078169027293436,0.0646011879999997
27,1.0855967223578185,0.06662035799999977
28,1.063849498347625,0.06858594599999979
29,1.0425605549166208,0.07058722099999981
30,1.0217163638412958,0.07253209699999985
31,1.0013043868955083,0.07451178299999972
32,0.981312941965844,0.07661033499999981
33,0.9617310896373233,0.07872647099999996
34,0.9425485370456049,0.08068149700000005
35,0.9237555563546035,0.08266149899999986
36,0.9053429156075596,0.08463999399999977
37,0.887301820044681,0.08701199299999995
38,0.8696238622717284,0.08896156899999985
39,0.8523009799116146,0.09112929999999997
40,0.8353254195811497,0.09308589699999992
41,0.8186897062133565,0.09511421599999981
42,0.8023866168967679,0.09725984699999968
43,0.786409158531145,0.09928127399999997
44,0.7707505487073962,0.10123607099999976
45,0.7554041993112423,0.10325877899999991
46,0.740363702427783,0.10524384100000006
47,0.7256228181898294,0.10724829399999969
48,0.7111754642683837,0.10925062500000005
49,0.6970157067506275,0.11184491299999966
50,0.6831377521904989,0.11399607300000003
51,0.6695359406504635,0.11615432400000003
52,0.6562047395814578,0.11867018899999993
53,0.6431387384119386,0.12076971300000006
54,0.6303326437371932,0.12273577099999988
55,0.6177812750171418,0.12466796299999983
56,0.6054795607053164,0.12683755800000007
57,0.5934225347438331,0.12882709699999983
58,0.5816053333694836,0.13081988499999975
59,0.5700231921847142,0.13289016500000006
60,0.5586714434545729,0.1351415939999998
61,0.5475455135968896,0.13732846899999984
62,0.5366409208381152,0.13946234199999985
63,0.5259532730116405,0.14163440000000005
64,0.5154782654791147,0.14390189899999983
65,0.5052116791583562,0.14617330899999992
66,0.49514937864409075,0.148341528
67,0.4852873104099239,0.1505003549999997
68,0.47562150108183465,0.15286945200000002
69,0.4661480557749798,0.15496199799999966
70,0.45686315648697734,0.15688510399999966
71,0.4477630605418336,0.1589021159999997
72,0.43884409907969385,0.16086475799999977
73,0.43010267558830534,0.16286956299999966
74,0.42153526447273704,0.16481026200000004
75,0.4131384096604513,0.16683794400000007
76,0.4049087232392719,0.1687912119999999
77,0.39684288412614793,0.1707784029999999
78,0.3889376367649611,0.17275403899999997
79,0.3811897898518533,0.17486079799999965
80,0.37359621508679036,0.17712156699999992
81,0.36615384595024847,0.17936637099999997
82,0.3588596765040612,0.18146105999999973
83,0.3517107602155945,0.18338738799999987
84,0.34470420880451724,0.18565509199999974
85,0.3378371911115077,0.18778812600000006
86,0.33110693198833435,0.18979523399999998
87,0.3245107112087819,0.191755401
88,0.31804586239994487,0.19371694300000009
89,0.31170977199346694,0.19569788799999976
90,0.30549987819631247,0.1976930669999999
91,0.29941366998070856,0.19966625700000007
92,0.29344868609288255,0.20164793999999997
93,0.287602514080282,0.20362077599999973
94,0.2818727893369379,0.20557829799999983
95,0.27625719416666866,0.2076044239999999
96,0.27075345686382135,0.20965885699999998
97,0.26535935081125905,0.2119116459999999
98,0.26007269359530427,0.21392651399999973
99,0.25489134613737324,0.2159116019999998
100,0.24981321184199584,0.218204257
101,0.24483623576098296,0.22123441799999988
102,0.23995840377345565,0.22341468599999992
103,0.23517774178146839,0.22553687
104,0.23049231492098257,0.2274932569999999
105,0.2259002267879097,0.22948811599999974
106,0.22139961867899105,0.23144220199999976
107,0.21698866884723986,0.23365393
108,0.21266559177171257,0.23562574599999975
109,0.2084286374413502,0.2375851929999997
110,0.20427609065265187,0.23957339599999994
111,0.20020627032092872,0.2415249479999999
112,0.1962175288049118,0.24371441700000007
113,0.19230825124446124,0.24586254299999988
114,0.18847685491115465,0.2478544229999997
115,0.1847217885715173,0.2499088989999998
116,0.18104153186266203,0.2522359599999997
117,0.1774345946801244,0.254299869
118,0.17389951657765224,0.25625526799999987
119,0.17043486617874992,0.2583106059999998
120,0.1670392405997459,0.26036821900000007
121,0.16371126488416507,0.2625838469999997
122,0.16044959144822105,0.26477894499999977
123,0.15725289953718855,0.266990635
124,0.1541198946924679,0.26912099399999967
125,0.15104930822914517,0.27105225399999977
126,0.14803989672383344,0.273011103
127,0.14509044151261108,0.2749985109999997
128,0.14219974819886244,0.2772047559999997
129,0.1393666461708325,0.279324747
130,0.13658998812870737,0.281325845
131,0.13386864962103456,0.28343044599999967
132,0.13120152859031783,0.2857328039999998
133,0.128587544927584,0.28771618099999996
134,0.12602564003578268,0.2898175649999999
135,0.12351477640180984,0.29200537199999976
136,0.12105393717701994,0.2940596769999999
137,0.11864212576604756,0.29603879799999966
138,0.11627836542376503,0.29805645699999994
139,0.1139616988602547,0.30009422899999993
140,0.11169118785358753,0.302261015
141,0.10946591287030352,0.30455447699999993
142,0.10728497269341551,0.306713722
143,0.10514748405779475,0.30888766899999975
144,0.10305258129279736,0.31125213400000007
145,0.10099941597198699,0.31349441899999997
146,0.0989871565698131,0.31570288999999985
147,0.09701498812511199,0.3181349899999999
148,0.09508211191129044,0.320385108
149,0.09318774511306673,0.3225928309999997
150,0.09133112050963392,0.324726933
151,0.08951148616412323,0.32677458700000006
152,0.08772810511923991,0.32882782499999985
153,0.08598025509895449,0.33103172999999986
154,0.08426722821612123,0.3332049549999998
155,0.08258833068591374,0.3351760819999998
156,0.08094288254496622,0.3371606199999997
157,0.07933021737609104,0.33909050900000004
158,0.07774968203848334,0.3410146639999998
159,0.07620063640328721,0.3431479839999998
160,0.07468245309442814,0.34567156100000007
161,0.07319451723459613,0.3476373709999998
162,0.0717362261962968,0.3497465639999997
163,0.0703069893578423,0.35199588599999965
164,0.06890622786420778,0.3540741119999997
165,0.06753337439264975,0.35602017399999975
166,0.06618787292298381,0.3580322739999997
167,0.06486917851243884,0.35996167099999976
168,0.06357675707499472,0.361910156
169,0.06231008516511284,0.3638495580000001
170,0.06106864976576936,0.36588804900000005
171,0.05985194808071363,0.36781859299999997
172,0.05865948733086156,0.3697903549999997
173,0.057490784554739355,0.37174387600000003
174,0.056345366412913066,0.37375117499999977
175,0.055222768996293706,0.37571233300000006
176,0.05412253763827734,0.3779935029999999
177,0.0530442267306196,0.38013825499999987
178,0.05198739954297479,0.38224858799999994
179,0.05095162804603418,0.3845490570000001
180,0.0499364927381817,0.3868344539999997
181,0.04894158247560803,0.389020307
182,0.04796649430580305,0.39116859199999965
183,0.04701083330436549,0.393336712
184,0.04607421241506964,0.3954967159999998
185,0.04515625229310608,0.39764509599999975
186,0.04425658115145625,0.39982716500000004
187,0.04337483461031828,0.40178672699999973
188,0.042510655549540845,0.40373614700000005
189,0.04166369396398866,0.405727878
190,0.04083360682178943,0.40769423400000004
191,0.040020057925414215,0.40985337
192,0.039222717775513595,0.4119439169999999
193,0.03844126343746953,0.4139219769999998
194,0.037675378410612526,0.41590790199999983
195,0.036924752500032756,0.4182873949999997
196,0.03618908169095523,0.42048322299999974
197,0.035468068025609534,0.4224769529999999
198,0.03476141948255856,0.4244908609999998
199,0.034068849858425586,0.42645032699999996
